TrakPro Version 4.70 ASCII Data File

Model:,DustTrak DRX
Model Number:,8534
Serial Number:,8534194113
Test ID:,013
Test Abbreviation:,B07 PRE_013
Start Date:,10/20/2020
Start Time:,08:25:00
Duration (dd:hh:mm:ss):,0:01:00:00
Log Interval (mm:ss):,00:01
Number of points:,3600
Notes:,

Statistics,Channel:,PM1,PM2.5,RESP,PM10,TOTAL
,Units:,mg/m^3,mg/m^3,mg/m^3,mg/m^3,mg/m^3
,Average:,0.017,0.019,0.022,0.029,0.031
,Minimum:,0.004,0.007,0.009,0.010,0.010
,Time of Minimum:,08:25:01,08:28:41,08:28:41,08:27:53,08:27:53
,Date of Minimum:,10/20/2020,10/20/2020,10/20/2020,10/20/2020,10/20/2020
,Maximum:,0.151,0.154,0.160,0.197,0.655
,Time of Maximum:,08:44:06,08:44:06,08:44:06,08:25:01,08:25:01
,Date of Maximum:,10/20/2020,10/20/2020,10/20/2020,10/20/2020,10/20/2020

Calibration,Sensor:,AEROSOL
,Cal. date,10/10/2019

Date,Time,PM1,PM2.5,RESP,PM10,TOTAL
10/20/2020,08:28:05,0.015,0.016,0.017,0.018,0.018
10/20/2020,08:28:06,0.016,0.017,0.018,0.028,0.028
10/20/2020,08:28:07,0.008,0.009,0.011,0.016,0.016
10/20/2020,08:28:08,0.008,0.009,0.010,0.011,0.011
10/20/2020,08:28:09,0.009,0.010,0.012,0.013,0.013
10/20/2020,08:28:10,0.011,0.013,0.015,0.020,0.020
10/20/2020,08:28:11,0.014,0.014,0.017,0.026,0.026
10/20/2020,08:28:12,0.012,0.013,0.016,0.020,0.020
10/20/2020,08:28:13,0.011,0.012,0.014,0.017,0.017
10/20/2020,08:28:14,0.012,0.012,0.014,0.020,0.020
10/20/2020,08:28:15,0.009,0.010,0.012,0.015,0.015
10/20/2020,08:28:16,0.010,0.011,0.012,0.013,0.013
10/20/2020,08:28:17,0.009,0.010,0.013,0.018,0.018
10/20/2020,08:28:18,0.009,0.010,0.011,0.014,0.014
10/20/2020,08:28:19,0.009,0.010,0.013,0.013,0.013
10/20/2020,08:28:20,0.010,0.011,0.014,0.016,0.016
10/20/2020,08:28:21,0.010,0.011,0.013,0.015,0.015
10/20/2020,08:28:22,0.011,0.012,0.014,0.015,0.016
10/20/2020,08:28:23,0.012,0.013,0.015,0.015,0.025
10/20/2020,08:28:24,0.008,0.009,0.011,0.012,0.016
10/20/2020,08:28:25,0.009,0.010,0.012,0.017,0.017
10/20/2020,08:28:26,0.009,0.010,0.012,0.014,0.014
10/20/2020,08:28:27,0.015,0.016,0.018,0.025,0.025
10/20/2020,08:28:28,0.015,0.015,0.017,0.030,0.030
10/20/2020,08:28:29,0.014,0.015,0.016,0.021,0.021
10/20/2020,08:28:30,0.014,0.015,0.016,0.019,0.029
10/20/2020,08:28:31,0.012,0.013,0.014,0.018,0.023
10/20/2020,08:28:32,0.012,0.013,0.014,0.027,0.027
10/20/2020,08:28:33,0.010,0.011,0.012,0.018,0.018
10/20/2020,08:28:34,0.010,0.011,0.014,0.015,0.015
10/20/2020,08:28:35,0.011,0.013,0.017,0.018,0.018
10/20/2020,08:28:36,0.010,0.011,0.015,0.017,0.017
10/20/2020,08:28:37,0.013,0.014,0.016,0.020,0.020
10/20/2020,08:28:38,0.013,0.015,0.017,0.030,0.030
10/20/2020,08:28:39,0.009,0.011,0.014,0.021,0.021
10/20/2020,08:28:40,0.008,0.009,0.011,0.014,0.014
10/20/2020,08:28:41,0.007,0.007,0.009,0.011,0.011
10/20/2020,08:28:42,0.009,0.010,0.010,0.011,0.011
10/20/2020,08:28:43,0.010,0.011,0.014,0.015,0.015
10/20/2020,08:28:44,0.010,0.011,0.013,0.016,0.016
10/20/2020,08:28:45,0.008,0.009,0.011,0.016,0.016
10/20/2020,08:28:46,0.008,0.009,0.010,0.012,0.012
10/20/2020,08:28:47,0.009,0.009,0.011,0.013,0.013
10/20/2020,08:28:48,0.009,0.010,0.013,0.015,0.015
10/20/2020,08:28:49,0.009,0.010,0.012,0.013,0.013
10/20/2020,08:28:50,0.010,0.011,0.013,0.013,0.013
10/20/2020,08:28:51,0.010,0.011,0.014,0.015,0.015
10/20/2020,08:28:52,0.010,0.011,0.015,0.019,0.019
10/20/2020,08:28:53,0.011,0.012,0.014,0.019,0.019
10/20/2020,08:28:54,0.012,0.012,0.014,0.018,0.018
10/20/2020,08:28:55,0.011,0.012,0.015,0.016,0.016
10/20/2020,08:28:56,0.010,0.011,0.014,0.015,0.015
10/20/2020,08:28:57,0.012,0.013,0.015,0.020,0.020
10/20/2020,08:28:58,0.012,0.012,0.016,0.020,0.020
10/20/2020,08:28:59,0.010,0.011,0.014,0.019,0.019
10/20/2020,08:29:00,0.010,0.011,0.012,0.014,0.014
10/20/2020,08:29:01,0.011,0.012,0.013,0.018,0.018
10/20/2020,08:29:02,0.009,0.010,0.012,0.014,0.014
10/20/2020,08:29:03,0.008,0.009,0.011,0.012,0.012
10/20/2020,08:29:04,0.008,0.008,0.010,0.012,0.012
10/20/2020,08:29:05,0.008,0.009,0.010,0.012,0.012
10/20/2020,08:29:06,0.008,0.009,0.010,0.011,0.011
10/20/2020,08:29:07,0.009,0.011,0.012,0.014,0.014
10/20/2020,08:29:08,0.010,0.011,0.013,0.016,0.016
10/20/2020,08:29:09,0.011,0.011,0.012,0.014,0.014
10/20/2020,08:29:10,0.012,0.013,0.014,0.018,0.018
